EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,Gender_Male,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
555,0,27,975,7,55,1,6811,23398,8,1,0,19,3,1,80,0,9,2,1,7,6,0,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
556,0,29,1090,10,83,2,2297,17967,1,1,0,14,3,4,80,2,2,2,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,0,53,346,6,86,4,2450,10919,2,1,0,17,3,4,80,0,19,4,3,2,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
558,0,35,1225,2,61,1,5093,4761,2,1,0,11,3,1,80,1,16,2,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,32,430,24,80,4,5309,21146,1,1,0,15,3,4,80,2,10,2,3,10,8,4,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
560,0,38,268,2,92,3,3057,20471,6,1,1,13,3,2,80,1,6,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
561,0,34,167,8,32,1,5121,4187,3,1,0,14,3,3,80,1,7,3,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
562,0,52,621,3,31,1,16856,10084,1,1,0,11,3,1,80,0,34,3,4,34,6,1,16,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
563,1,33,527,1,63,4,2686,5207,1,1,1,13,3,3,80,0,10,2,2,10,9,7,8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
564,0,25,883,26,32,4,6180,22807,1,1,0,23,4,2,80,0,6,5,2,6,5,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
565,0,45,954,2,46,3,6632,12388,0,1,0,13,3,1,80,0,9,3,3,8,7,3,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
566,0,23,310,10,79,3,3505,19630,1,1,0,18,3,4,80,0,2,3,3,2,2,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
567,1,47,719,27,77,3,6397,10339,4,1,1,12,3,4,80,0,8,2,3,5,4,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
568,0,34,304,2,60,4,6274,18686,1,1,0,22,4,3,80,0,6,5,3,6,5,1,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
569,1,55,725,2,78,1,19859,21199,5,1,1,13,3,4,80,1,24,2,3,5,2,1,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
570,0,36,1434,8,76,1,7587,14229,1,1,0,15,3,2,80,0,10,1,3,10,7,0,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
571,0,52,715,19,41,4,4258,26589,0,1,0,18,3,1,80,1,5,3,3,4,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
572,0,26,575,1,71,4,4364,5288,3,1,0,14,3,1,80,1,5,2,3,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,0,29,657,27,66,3,4335,25549,4,1,0,12,3,1,80,1,11,3,2,8,7,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
574,1,26,1146,8,38,1,5326,3064,6,1,0,17,3,3,80,0,6,2,2,4,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
575,0,34,182,1,72,4,3280,13551,2,1,0,16,3,3,80,0,10,2,3,4,2,1,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
576,0,54,376,19,95,1,5485,22670,9,1,1,11,3,2,80,2,9,4,3,5,3,1,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
577,0,27,829,8,84,4,4342,24008,0,1,0,19,3,2,80,1,5,3,3,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
578,0,37,571,10,82,1,2782,19905,0,1,1,13,3,2,80,2,6,3,2,5,3,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
579,0,38,240,2,75,1,5980,26085,6,1,1,12,3,4,80,0,17,2,3,15,7,4,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
580,0,34,121,2,86,1,4381,7530,1,1,0,11,3,3,80,0,6,3,3,6,5,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
581,0,35,384,8,72,4,2572,20317,1,1,0,16,3,2,80,1,3,1,2,3,2,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
582,0,30,921,1,38,3,3833,24375,3,1,0,21,4,3,80,2,7,2,3,2,2,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
583,0,40,791,2,38,2,4244,9931,1,1,0,24,4,4,80,1,8,2,3,8,7,3,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
584,0,34,1111,8,93,1,6500,13305,5,1,0,17,3,2,80,1,6,1,3,3,2,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
585,0,42,570,8,66,4,18430,16225,1,1,0,13,3,2,80,1,24,4,2,24,7,14,9,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
586,1,23,1243,6,63,1,1601,3445,1,1,1,21,4,3,80,2,1,2,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
587,0,24,1092,9,60,2,2694,26551,1,1,0,11,3,3,80,3,1,4,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
588,0,52,1325,11,82,3,3149,21821,8,1,0,20,4,2,80,1,9,3,3,5,2,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
589,0,50,691,2,64,3,17639,6881,5,1,0,16,3,4,80,0,30,3,3,4,3,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
590,1,29,805,1,36,1,2319,6689,1,1,1,11,3,4,80,1,1,1,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
591,0,33,213,7,49,3,11691,25995,0,1,0,11,3,4,80,0,14,3,4,13,9,3,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
592,1,33,118,16,69,1,5324,26507,5,1,0,15,3,3,80,0,6,3,3,3,2,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
593,0,47,202,2,33,4,16752,12982,1,1,1,11,3,3,80,1,26,3,2,26,14,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
594,0,36,676,1,35,2,5228,23361,0,1,0,15,3,1,80,1,10,2,3,9,7,0,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
595,0,29,1252,23,81,3,2700,23779,1,1,0,24,4,3,80,1,10,3,3,10,7,0,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
596,1,58,286,2,31,2,19246,25761,7,1,1,12,3,4,80,0,40,2,3,31,15,13,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
597,0,35,1258,1,40,3,2506,13301,3,1,0,13,3,3,80,0,7,0,3,2,2,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
598,0,42,932,1,43,4,6062,4051,9,1,1,13,3,4,80,1,8,4,3,4,3,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
599,1,28,890,2,46,3,4382,16374,6,1,0,17,3,4,80,0,5,3,2,2,2,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
600,0,36,1041,13,36,2,2143,25527,4,1,0,13,3,2,80,1,8,2,3,5,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
601,0,32,859,4,98,3,6162,19124,1,1,0,12,3,3,80,1,14,3,3,14,13,6,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
602,0,40,720,16,51,3,5094,11983,6,1,0,14,3,4,80,0,10,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
603,0,30,946,2,52,4,6877,20234,5,1,1,24,4,2,80,0,12,4,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
604,0,45,252,2,95,3,2274,6153,1,1,0,14,3,4,80,0,1,3,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
605,0,42,933,29,98,2,4434,11806,1,1,0,13,3,4,80,1,10,3,2,9,8,7,8,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
606,0,38,471,12,45,1,6288,4284,2,1,0,15,3,3,80,1,13,3,2,4,3,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
607,0,34,702,16,100,4,2553,8306,1,1,0,16,3,3,80,0,6,3,3,5,2,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
608,1,49,1184,11,43,4,7654,5860,1,1,0,18,3,1,80,2,9,3,4,9,8,7,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
609,1,55,436,2,37,4,5160,21519,4,1,0,16,3,3,80,0,12,3,2,9,7,7,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
610,0,43,589,14,94,1,17159,5200,6,1,0,24,4,3,80,1,22,3,3,4,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
611,0,27,269,5,42,4,12808,8842,1,1,1,16,3,2,80,1,9,3,3,9,8,0,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
612,0,35,950,7,59,3,10221,18869,3,1,0,21,4,2,80,0,17,3,4,8,5,1,6,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
613,0,28,760,2,81,2,4779,3698,1,1,1,20,4,1,80,0,8,2,3,8,7,7,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
614,0,34,829,3,88,4,3737,2243,0,1,0,19,3,3,80,1,4,1,1,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
615,1,26,887,5,88,3,2366,20898,1,1,1,14,3,1,80,1,8,2,3,8,7,1,7,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
616,0,27,443,3,50,4,1706,16571,1,1,0,11,3,3,80,3,0,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
617,0,51,1318,26,66,3,16307,5594,2,1,0,14,3,3,80,1,29,2,2,20,6,4,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
618,0,44,625,4,50,2,5933,5197,9,1,0,12,3,4,80,0,10,2,2,5,2,2,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
619,0,25,180,2,65,1,3424,21632,7,1,0,13,3,3,80,0,6,3,2,4,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
620,0,33,586,1,48,1,4037,21816,1,1,0,22,4,1,80,1,9,5,3,9,8,0,8,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
621,0,35,1343,27,53,1,2559,17852,1,1,0,11,3,4,80,0,6,3,2,6,5,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
622,0,36,928,1,56,4,6201,2823,1,1,1,14,3,4,80,1,18,1,2,18,14,4,11,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
623,0,32,117,13,73,4,4403,9250,2,1,0,11,3,3,80,1,8,3,2,5,2,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
624,0,30,1012,5,75,4,3761,2373,9,1,0,12,3,2,80,1,10,3,2,5,4,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
625,0,53,661,7,78,4,10934,20715,7,1,1,18,3,4,80,1,35,3,3,5,2,0,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
626,0,45,930,9,74,1,10761,19239,4,1,1,12,3,3,80,1,18,2,3,5,4,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
627,0,32,638,8,91,3,5175,22162,5,1,0,12,3,3,80,1,9,3,2,5,3,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
628,0,52,890,25,81,4,13826,19028,3,1,0,22,4,3,80,0,31,3,3,9,8,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
629,0,37,342,16,66,3,6334,24558,4,1,0,19,3,4,80,2,9,2,3,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
630,0,28,1169,8,63,4,4936,23965,1,1,0,13,3,4,80,1,6,6,3,5,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
631,0,22,1230,1,33,4,4775,19146,6,1,0,22,4,1,80,2,4,2,1,2,2,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
632,0,44,986,8,62,4,2818,5044,2,1,1,24,4,3,80,1,10,2,2,3,2,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
633,0,42,1271,2,35,4,2515,9068,5,1,1,14,3,4,80,0,8,2,3,2,1,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
634,0,36,1278,8,77,1,2342,8635,0,1,0,21,4,3,80,0,6,3,3,5,4,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
635,0,25,141,3,98,1,4194,14363,1,1,1,18,3,4,80,0,5,3,3,5,3,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
636,0,35,607,9,66,3,10685,23457,1,1,1,20,4,2,80,1,17,2,3,17,14,5,15,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
637,1,35,130,25,96,2,2022,16612,1,1,1,19,3,1,80,1,10,3,2,10,2,7,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
638,0,32,300,1,61,4,2314,9148,0,1,0,12,3,2,80,1,4,2,3,3,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
639,0,25,583,4,87,1,4256,18154,1,1,0,12,3,1,80,0,5,1,4,5,2,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
640,0,49,1418,1,36,1,3580,10554,2,1,0,16,3,2,80,1,7,2,3,4,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
641,0,24,1269,4,46,4,3162,10778,0,1,0,17,3,4,80,0,6,2,2,5,2,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
642,0,32,379,5,48,2,6524,8891,1,1,0,14,3,4,80,1,10,3,3,10,8,5,3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
643,0,38,395,9,98,2,2899,12102,0,1,0,19,3,4,80,1,3,3,3,2,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
644,0,42,1265,3,95,4,5231,23726,2,1,1,13,3,2,80,1,17,1,2,5,3,1,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
645,0,31,1222,11,48,4,2356,14871,3,1,1,19,3,2,80,1,8,2,3,6,4,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
646,1,29,341,1,48,3,2800,23522,6,1,1,19,3,3,80,3,5,3,3,3,2,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,0,53,868,8,73,4,11836,22789,5,1,0,14,3,3,80,1,28,3,3,2,0,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
648,0,35,672,25,78,2,10903,9129,3,1,0,16,3,1,80,0,16,2,3,13,10,4,8,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
649,0,37,1231,21,54,4,2973,21222,5,1,0,15,3,2,80,1,10,3,3,5,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
650,0,53,102,23,72,4,14275,20206,6,1,0,18,3,3,80,0,33,0,3,12,9,3,8,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
651,0,43,422,1,33,4,5562,21782,4,1,0,13,3,2,80,1,12,2,2,5,2,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
652,0,47,249,2,35,4,4537,17783,0,1,1,22,4,1,80,1,8,2,3,7,6,7,7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
653,0,37,1252,19,32,2,7642,4814,1,1,1,13,3,4,80,0,10,2,3,10,0,0,9,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
654,0,50,881,2,98,1,17924,4544,1,1,0,11,3,4,80,1,31,3,3,31,6,14,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
655,0,39,1383,2,42,4,5204,7790,8,1,0,11,3,3,80,2,13,2,3,5,4,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
656,0,33,1075,3,57,2,2277,22650,3,1,1,11,3,3,80,1,7,4,4,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657,1,32,374,25,87,4,2795,18016,1,1,1,24,4,3,80,0,1,2,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
658,0,29,1086,7,62,4,2532,6054,6,1,0,14,3,3,80,3,8,5,3,4,3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659,0,44,661,9,61,1,2559,7508,1,1,1,13,3,4,80,0,8,0,3,8,7,7,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
660,0,28,821,5,98,4,4908,24252,1,1,0,14,3,2,80,0,4,3,3,4,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
661,1,58,781,2,57,4,2380,13384,9,1,1,14,3,4,80,1,3,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
662,0,43,177,8,55,2,4765,23814,4,1,0,21,4,3,80,1,4,2,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
663,1,20,500,2,49,3,2044,22052,1,1,0,13,3,4,80,0,2,3,2,2,2,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
664,1,21,1427,18,65,4,2693,8870,1,1,0,19,3,1,80,0,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
665,0,36,1425,14,68,4,6586,4821,0,1,1,17,3,1,80,1,17,2,2,16,8,4,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
666,0,47,1454,2,65,4,3294,13137,1,1,1,18,3,1,80,0,3,3,2,3,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
667,1,22,617,3,34,3,4171,10022,0,1,1,19,3,1,80,1,4,3,4,3,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
